/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_29_652.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_29_652.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_29_652.jpg,0,0,0,7.162594
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_29_739.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_29_739.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_29_739.jpg,0,0,0,7.090708
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_29_827.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_29_827.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_29_827.jpg,0,0,0,7.033718
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_29_914.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_29_914.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_29_914.jpg,0,0,0,6.977187
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_002.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_002.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_002.jpg,0,0.2641647,0,7.068494
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_070.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_070.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_070.jpg,0,0.4671535,0,7.304435
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_156.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_156.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_156.jpg,0,0.7257535,0,8.000393
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_244.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_244.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_244.jpg,0,0.5954254,0,8.520891
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_331.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_331.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_331.jpg,0,0.8554623,0,9.166643
/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/center_2019_11_28_14_31_30_419.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/left_2019_11_28_14_31_30_419.jpg,/home/gtcc_sim/Desktop/spurhalte/training_data/IMG/right_2019_11_28_14_31_30_419.jpg,0,1,0,10.24512
